genome.genome_id	genome.contigs	genome.genome_length	feature.accession	feature.start	feature.end	feature.strand	feature.patric_id	feature.product
927694.4	893	2298088	AEMJ01000828	539	1222	-	fig|927694.4.peg.2662	Helicase PriA essential for oriC/DnaA-independent DNA replication
993047.3	402	6726123	AEYZ01000139	3274	4020	+	fig|993047.3.peg.2552	Chromosomal replication initiator protein DnaA
993047.3	402	6726123	AEYZ01000380	42853	44301	-	fig|993047.3.peg.5950	Chromosomal replication initiator protein DnaA
993047.3	402	6726123	AEYZ01000362	52819	55140	+	fig|993047.3.peg.5647	Helicase PriA essential for oriC/DnaA-independent DNA replication
272633.4	1	1358633	NC_004432	1	1359	+	fig|272633.4.peg.1	Chromosomal replication initiator protein DnaA
1044999.3	371	4233406	APJK01000060	2613	3359	-	fig|1044999.3.peg.860	DnaA inactivator Hda (shorter homolog of DnaA)
1044999.3	371	4233406	APJK01000181	19863	22061	+	fig|1044999.3.peg.2835	Helicase PriA essential for oriC/DnaA-independent DNA replication
1044999.3	371	4233406	APJK01000275	4896	6287	+	fig|1044999.3.peg.4208	Chromosomal replication initiator protein DnaA
1044999.3	371	4233406	APJK01000154	9980	10591	-	fig|1044999.3.peg.2309	DnaA initiator-associating protein DiaA
1111733.3	77	6111314	ATYR01000017	134019	134702	-	fig|1111733.3.peg.3526	DnaA inactivator Hda (shorter homolog of DnaA)
1111733.3	77	6111314	ATYR01000016	2092	2685	-	fig|1111733.3.peg.3275	DnaA initiator-associating protein DiaA
1111733.3	77	6111314	ATYR01000025	30133	31533	+	fig|1111733.3.peg.4146	Chromosomal replication initiator protein DnaA
1111733.3	77	6111314	ATYR01000016	109979	111985	+	fig|1111733.3.peg.3369	Helicase PriA essential for oriC/DnaA-independent DNA replication
1131273.3	251	1933947	AQVY01000090	1636	2208	-	fig|1131273.3.peg.1590	DnaA initiator-associating protein DiaA
290512.6	2	2579695	NC_011059	1277424	1279859	+	fig|290512.6.peg.1231	Helicase PriA essential for oriC/DnaA-independent DNA replication
290512.6	2	2579695	NC_011059	1	1479	+	fig|290512.6.peg.1	Chromosomal replication initiator protein DnaA
1217721.7	1	4831185	CP008884	1828404	1829096	+	fig|1217721.7.peg.1589	DnaA inactivator Hda (shorter homolog of DnaA)
1217721.7	1	4831185	CP008884	4735133	4737304	+	fig|1217721.7.peg.4224	Helicase PriA essential for oriC/DnaA-independent DNA replication
1217721.7	1	4831185	CP008884	805742	807091	-	fig|1217721.7.peg.708	Chromosomal replication initiator protein DnaA
1246475.3	415	6908750	ANBH01000021	12210	14768	+	fig|1246475.3.peg.335	Helicase PriA essential for oriC/DnaA-independent DNA replication
1246475.3	415	6908750	ANBH01000152	1225	3498	-	fig|1246475.3.peg.3133	Chromosomal replication initiator protein DnaA
320388.7	2	5232401	NC_008785	509582	510307	-	fig|320388.7.peg.2146	DnaA inactivator Hda (shorter homolog of DnaA)
320388.7	2	5232401	NC_008785	19163	19741	-	fig|320388.7.peg.1673	DnaA initiator-associating protein DiaA
320388.7	2	5232401	NC_008785	3308937	3311204	-	fig|320388.7.peg.4918	Helicase PriA essential for oriC/DnaA-independent DNA replication
320388.7	2	5232401	NC_008785	2826312	2827832	+	fig|320388.7.peg.4432	Chromosomal replication initiator protein DnaA
36875.3	14	2202536	JQZV01000013	957270	958673	+	fig|36875.3.peg.1937	Chromosomal replication initiator protein DnaA
395495.5	1	4909403	NC_010524	727905	728606	+	fig|395495.5.peg.673	DnaA inactivator Hda (shorter homolog of DnaA)
395495.5	1	4909403	NC_010524	1741317	1741910	-	fig|395495.5.peg.1646	DnaA initiator-associating protein DiaA
395495.5	1	4909403	NC_010524	72	1604	+	fig|395495.5.peg.1	Chromosomal replication initiator protein DnaA
395495.5	1	4909403	NC_010524	3941057	3943120	-	fig|395495.5.peg.3554	Helicase PriA essential for oriC/DnaA-independent DNA replication
411490.6	26	3606936	NZ_DS499737	20391	22616	-	fig|411490.6.peg.2528	Helicase PriA essential for oriC/DnaA-independent DNA replication
411490.6	26	3606936	NZ_DS499719	79	1422	+	fig|411490.6.peg.1	Chromosomal replication initiator protein DnaA
42234.21	47	9978361	KQ257832	258070	260235	+	fig|42234.21.peg.7419	Helicase PriA essential for oriC/DnaA-independent DNA replication
42234.21	47	9978361	KQ257825	14832	16796	-	fig|42234.21.peg.5236	Chromosomal replication initiator protein DnaA
447217.5	1	5061632	NC_011145	60	1412	+	fig|447217.5.peg.1	Chromosomal replication initiator protein DnaA
447217.5	1	5061632	NC_011145	866930	869140	-	fig|447217.5.peg.777	Helicase PriA essential for oriC/DnaA-independent DNA replication
479431.6	1	6060298	NC_013235	227	1849	+	fig|479431.6.peg.2	Chromosomal replication initiator protein DnaA
479431.6	1	6060298	NC_013235	4592795	4595041	-	fig|479431.6.peg.4213	Helicase PriA essential for oriC/DnaA-independent DNA replication
485918.6	1	9127347	NC_013132	183	1559	+	fig|485918.6.peg.1	Chromosomal replication initiator protein DnaA
485918.6	1	9127347	NC_013132	8247239	8249686	-	fig|485918.6.peg.6472	Helicase PriA essential for oriC/DnaA-independent DNA replication
1406840.3	61	3800758	JRLV01000006	37511	38938	-	fig|1406840.3.peg.1263	Chromosomal replication initiator protein DnaA
1406840.3	61	3800758	JRLV01000007	101263	103713	-	fig|1406840.3.peg.1554	Helicase PriA essential for oriC/DnaA-independent DNA replication
234826.6	1	1197687	NC_004842	252646	253311	-	fig|234826.6.peg.253	DnaA inactivator Hda (shorter homolog of DnaA)
234826.6	1	1197687	NC_004842	389525	390940	+	fig|234826.6.peg.369	Chromosomal replication initiator protein DnaA
234826.6	1	1197687	NC_004842	766755	768665	-	fig|234826.6.peg.715	Helicase PriA essential for oriC/DnaA-independent DNA replication
272123.3	7	7063285	CP003659	58	1434	+	fig|272123.3.peg.1	Chromosomal replication initiator protein DnaA
272123.3	7	7063285	CP003659	533829	536207	-	fig|272123.3.peg.473	Helicase PriA essential for oriC/DnaA-independent DNA replication
281090.11	1	2584158	NC_006087	225	1646	+	fig|281090.11.peg.1	Chromosomal replication initiator protein DnaA
281090.11	1	2584158	NC_006087	1143441	1145414	+	fig|281090.11.peg.1153	Helicase PriA essential for oriC/DnaA-independent DNA replication
405566.6	1	2080931	NC_010080	187	1554	+	fig|405566.6.peg.1	Chromosomal replication initiator protein DnaA
405566.6	1	2080931	NC_010080	1391244	1393643	-	fig|405566.6.peg.1483	Helicase PriA essential for oriC/DnaA-independent DNA replication
411684.3	1	4463798	NZ_DS544889	1123912	1124619	+	fig|411684.3.peg.3222	Chromosomal replication initiator protein DnaA
411684.3	1	4463798	NZ_DS544889	4118149	4119606	-	fig|411684.3.peg.2383	Chromosomal replication initiator protein DnaA
411684.3	1	4463798	NZ_DS544889	999087	999575	+	fig|411684.3.peg.3094	Chromosomal replication initiator protein DnaA
411684.3	1	4463798	NZ_DS544889	3620860	3623064	-	fig|411684.3.peg.1339	Helicase PriA essential for oriC/DnaA-independent DNA replication
438753.4	1	5369772	NC_009937	1050296	1051012	+	fig|438753.4.peg.973	DnaA inactivator Hda (shorter homolog of DnaA)
438753.4	1	5369772	NC_009937	1138239	1139741	-	fig|438753.4.peg.1051	Chromosomal replication initiator protein DnaA
443342.3	132	679415	NZ_AAXS01000015	9210	9746	-	fig|443342.3.peg.133	Chromosomal replication initiator protein DnaA
443342.3	132	679415	NZ_AAXS01000015	14524	15744	+	fig|443342.3.peg.140	Chromosomal replication initiator protein DnaA
467094.3	1	4830181	AP012057	208	1638	+	fig|467094.3.peg.1	Chromosomal replication initiator protein DnaA
471857.5	1	4308349	NC_013159	192	1892	+	fig|471857.5.peg.1	Chromosomal replication initiator protein DnaA
471857.5	1	4308349	NC_013159	1609383	1611470	+	fig|471857.5.peg.1564	Helicase PriA essential for oriC/DnaA-independent DNA replication
494416.4	43	3066842	AYXN01000006	8010	8813	-	fig|494416.4.peg.169	DnaA inactivator Hda (shorter homolog of DnaA)
494416.4	43	3066842	AYXN01000015	50944	53199	+	fig|494416.4.peg.581	Helicase PriA essential for oriC/DnaA-independent DNA replication
494416.4	43	3066842	AYXN01000023	48401	49900	+	fig|494416.4.peg.962	Chromosomal replication initiator protein DnaA
525256.4	56	1435317	NZ_GG666401	277927	279630	+	fig|525256.4.peg.798	Chromosomal replication initiator protein DnaA
525256.4	56	1435317	NZ_GG666404	8295	10619	+	fig|525256.4.peg.989	Helicase PriA essential for oriC/DnaA-independent DNA replication
543877.4	1	2885033	CP011805	295	1704	+	fig|543877.4.peg.1	Chromosomal replication initiator protein DnaA
543877.4	1	2885033	CP011805	1566366	1568531	+	fig|543877.4.peg.1520	Helicase PriA essential for oriC/DnaA-independent DNA replication
570268.3	133	6909969	ANBB01000059	66460	68196	+	fig|570268.3.peg.4850	Chromosomal replication initiator protein DnaA
570268.3	133	6909969	ANBB01000002	182387	185038	-	fig|570268.3.peg.236	Helicase PriA essential for oriC/DnaA-independent DNA replication
58049.4	1	4337945	CP013145	1582248	1582955	+	fig|58049.4.peg.1436	DnaA inactivator Hda (shorter homolog of DnaA)
58049.4	1	4337945	CP013145	3551169	3553445	+	fig|58049.4.peg.3250	Helicase PriA essential for oriC/DnaA-independent DNA replication
58049.4	1	4337945	CP013145	3634780	3635370	+	fig|58049.4.peg.3317	DnaA initiator-associating protein DiaA
58049.4	1	4337945	CP013145	72	1454	+	fig|58049.4.peg.1	Chromosomal replication initiator protein DnaA
637390.5	164	3019868	AFOH01000051	20750	21469	-	fig|637390.5.peg.1262	DnaA inactivator Hda (shorter homolog of DnaA)
637390.5	164	3019868	AFOH01000109	9387	10745	-	fig|637390.5.peg.2066	Chromosomal replication initiator protein DnaA
637390.5	164	3019868	AFOH01000126	10147	11058	+	fig|637390.5.peg.2591	Helicase PriA essential for oriC/DnaA-independent DNA replication
637390.5	164	3019868	AFOH01000056	92174	93292	+	fig|637390.5.peg.1403	DnaA initiator-associating protein DiaA / Cytidyltransferase-related domain protein
637390.5	164	3019868	AFOH01000126	8903	10099	+	fig|637390.5.peg.2590	Helicase PriA essential for oriC/DnaA-independent DNA replication
641144.3	9	1897118	NZ_GG770319	400793	403051	+	fig|641144.3.peg.790	Helicase PriA essential for oriC/DnaA-independent DNA replication
641144.3	9	1897118	NZ_GG770319	107106	108947	-	fig|641144.3.peg.549	Chromosomal replication initiator protein DnaA
658083.3	37	2723336	NZ_ACTV01000016	147701	149065	+	fig|658083.3.peg.1579	Chromosomal replication initiator protein DnaA
658083.3	37	2723336	NZ_ACTV01000003	87149	89374	-	fig|658083.3.peg.427	Helicase PriA essential for oriC/DnaA-independent DNA replication
69974.4	46	7140341	CCNB01000026	18231	18935	+	fig|69974.4.peg.4765	DnaA inactivator Hda (shorter homolog of DnaA)
69974.4	46	7140341	CCNB01000012	674401	676119	+	fig|69974.4.peg.3463	Chromosomal replication initiator protein DnaA
69974.4	46	7140341	CCNB01000046	135996	138179	+	fig|69974.4.peg.6628	Helicase PriA essential for oriC/DnaA-independent DNA replication
709015.3	23	4952578	AXBP01000011	125905	128436	-	fig|709015.3.peg.409	Helicase PriA essential for oriC/DnaA-independent DNA replication
709015.3	23	4952578	AXBP01000021	46243	47667	+	fig|709015.3.peg.4377	Chromosomal replication initiator protein DnaA
712938.3	1	2100449	CP002033	325	1641	+	fig|712938.3.peg.1	Chromosomal replication initiator protein DnaA
712938.3	1	2100449	CP002033	1441407	1442114	-	fig|712938.3.peg.1543	Helicase PriA essential for oriC/DnaA-independent DNA replication
712938.3	1	2100449	CP002033	1440523	1440975	-	fig|712938.3.peg.1541	Helicase PriA essential for oriC/DnaA-independent DNA replication
712938.3	1	2100449	CP002033	1441001	1441363	-	fig|712938.3.peg.1542	Helicase PriA essential for oriC/DnaA-independent DNA replication
712938.3	1	2100449	CP002033	1442101	1442943	-	fig|712938.3.peg.1544	Helicase PriA essential for oriC/DnaA-independent DNA replication
877411.3	2	3561124	JMMA01000002	1556006	1558471	-	fig|877411.3.peg.1414	Helicase PriA essential for oriC/DnaA-independent DNA replication
877411.3	2	3561124	JMMA01000002	3098669	3100021	+	fig|877411.3.peg.2751	Chromosomal replication initiator protein DnaA
883109.3	42	1900824	AGWI01000020	44267	46276	-	fig|883109.3.peg.1252	Helicase PriA essential for oriC/DnaA-independent DNA replication
883109.3	42	1900824	AGWI01000007	159887	161242	-	fig|883109.3.peg.293	Chromosomal replication initiator protein DnaA
1002805.5	147	1775627	CAGP01000052	14825	16039	+	fig|1002805.5.peg.914	Chromosomal replication initiator protein DnaA
1002805.5	147	1775627	CAGP01000132	1424	2107	-	fig|1002805.5.peg.2296	Helicase PriA essential for oriC/DnaA-independent DNA replication
1002805.5	147	1775627	CAGP01000132	255	1265	-	fig|1002805.5.peg.2294	Helicase PriA essential for oriC/DnaA-independent DNA replication
1002805.5	147	1775627	CAGP01000132	1240	1455	-	fig|1002805.5.peg.2295	Helicase PriA essential for oriC/DnaA-independent DNA replication
1049759.3	165	4225872	AHMT01000153	50799	51572	-	fig|1049759.3.peg.4948	Helicase PriA essential for oriC/DnaA-independent DNA replication
1049759.3	165	4225872	AHMT01000153	51719	52741	-	fig|1049759.3.peg.4949	Helicase PriA essential for oriC/DnaA-independent DNA replication
1049759.3	165	4225872	AHMT01000090	36462	37751	-	fig|1049759.3.peg.2249	Chromosomal replication initiator protein DnaA
1088721.3	123	5344974	AGFM01000064	110904	113081	-	fig|1088721.3.peg.4080	Helicase PriA essential for oriC/DnaA-independent DNA replication
1088721.3	123	5344974	AGFM01000017	40661	42163	+	fig|1088721.3.peg.1315	Chromosomal replication initiator protein DnaA
1088721.3	123	5344974	AGFM01000007	20007	20636	-	fig|1088721.3.peg.381	Chromosomal replication initiator protein DnaA
331635.3	1	1106197	NC_015408	109823	111931	+	fig|331635.3.peg.99	Helicase PriA essential for oriC/DnaA-independent DNA replication
331635.3	1	1106197	NC_015408	811703	813088	+	fig|331635.3.peg.746	Chromosomal replication initiator protein DnaA
331635.3	1	1106197	NC_015408	703456	704808	-	fig|331635.3.peg.639	Chromosomal replication initiator protein DnaA
345663.6	21	4036521	LMAI01000004	461081	463528	+	fig|345663.6.peg.1762	Helicase PriA essential for oriC/DnaA-independent DNA replication
345663.6	21	4036521	LMAI01000004	548052	549491	+	fig|345663.6.peg.1848	Chromosomal replication initiator protein DnaA
347257.7	1	877438	NC_009497	1	1401	+	fig|347257.7.peg.1	Chromosomal replication initiator protein DnaA
1121889.3	52	3188704	AUDM01000013	53697	56147	+	fig|1121889.3.peg.2176	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121889.3	52	3188704	AUDM01000010	132213	133640	+	fig|1121889.3.peg.1867	Chromosomal replication initiator protein DnaA
1122219.3	203	3236325	LEKT01000002	138960	140453	+	fig|1122219.3.peg.296	Chromosomal replication initiator protein DnaA
1122219.3	203	3236325	LEKT01000001	126814	129177	+	fig|1122219.3.peg.120	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122608.3	17	4854127	AUFN01000010	41051	43150	-	fig|1122608.3.peg.1504	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122608.3	17	4854127	AUFN01000009	259385	260809	+	fig|1122608.3.peg.722	Chromosomal replication initiator protein DnaA
1124983.3	1	6867980	CP003190	5097456	5098133	-	fig|1124983.3.peg.4539	DnaA inactivator Hda (shorter homolog of DnaA)
1124983.3	1	6867980	CP003190	5659575	5660168	+	fig|1124983.3.peg.5080	DnaA initiator-associating protein DiaA
1124983.3	1	6867980	CP003190	128	1642	+	fig|1124983.3.peg.1	Chromosomal replication initiator protein DnaA
1124983.3	1	6867980	CP003190	507271	509490	-	fig|1124983.3.peg.448	Helicase PriA essential for oriC/DnaA-independent DNA replication
1173264.3	377	5606570	ALVV01000375	3576	6302	-	fig|1173264.3.peg.5111	Helicase PriA essential for oriC/DnaA-independent DNA replication
1173264.3	377	5606570	ALVV01000374	10368	11744	+	fig|1173264.3.peg.5055	Chromosomal replication initiator protein DnaA
1178825.3	51	3384849	ALIH01000002	262851	264278	+	fig|1178825.3.peg.688	Chromosomal replication initiator protein DnaA
1178825.3	51	3384849	ALIH01000012	24385	26838	-	fig|1178825.3.peg.2393	Helicase PriA essential for oriC/DnaA-independent DNA replication
1196421.3	197	597245	AKIM01000019	10631	12811	-	fig|1196421.3.peg.234	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262756.3	153	2866244	HF999087	1625	3838	+	fig|1262756.3.peg.2274	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262756.3	153	2866244	HF999045	15536	16906	+	fig|1262756.3.peg.1318	Chromosomal replication initiator protein DnaA
1277257.4	1	1192232	CP004021	782774	783517	+	fig|1277257.4.peg.763	Chromosomal replication initiator protein DnaA
1277257.4	1	1192232	CP004021	722975	725170	+	fig|1277257.4.peg.710	Helicase PriA essential for oriC/DnaA-independent DNA replication
1277257.4	1	1192232	CP004021	714122	715633	-	fig|1277257.4.peg.700	Chromosomal replication initiator protein DnaA
552526.8	1	2024171	NC_011134	1607775	1610159	-	fig|552526.8.peg.1592	Helicase PriA essential for oriC/DnaA-independent DNA replication
552526.8	1	2024171	NC_011134	233	1585	+	fig|552526.8.peg.1	Chromosomal replication initiator protein DnaA
1337936.3	4	6424340	JPKF01000001	1251566	1254052	-	fig|1337936.3.peg.1542	Helicase PriA essential for oriC/DnaA-independent DNA replication
1337936.3	4	6424340	JPKF01000001	2747437	2748810	+	fig|1337936.3.peg.2990	Chromosomal replication initiator protein DnaA
1353941.3	6	2899785	JXBK01000001	2197003	2197707	-	fig|1353941.3.peg.1951	DnaA inactivator Hda (shorter homolog of DnaA)
1353941.3	6	2899785	JXBK01000001	716166	718388	-	fig|1353941.3.peg.446	Helicase PriA essential for oriC/DnaA-independent DNA replication
1353941.3	6	2899785	JXBK01000001	408167	409543	+	fig|1353941.3.peg.162	Chromosomal replication initiator protein DnaA
1423769.4	335	3125880	AZEU01000018	40175	42568	-	fig|1423769.4.peg.1400	Helicase PriA essential for oriC/DnaA-independent DNA replication
1423769.4	335	3125880	AZEU01000098	1460	2815	-	fig|1423769.4.peg.265	Chromosomal replication initiator protein DnaA
1437523.3	32	3604247	LAJB01000007	232578	234974	-	fig|1437523.3.peg.3291	Helicase PriA essential for oriC/DnaA-independent DNA replication
1437523.3	32	3604247	LAJB01000018	8672	10027	-	fig|1437523.3.peg.842	Chromosomal replication initiator protein DnaA
576784.4	7	12130542	LK022848	6100193	6102049	-	fig|576784.4.peg.5133	Chromosomal replication initiator protein DnaA
576784.4	7	12130542	LK022848	2656021	2658147	-	fig|576784.4.peg.2005	Helicase PriA essential for oriC/DnaA-independent DNA replication
576784.4	7	12130542	LK022848	6100193	6102007	-	fig|576784.4.rna.4969	Chromosomal replication initiator protein dnaA
1479237.4	21	4243535	LIHP01000007	36005	36703	-	fig|1479237.4.peg.580	DnaA inactivator Hda (shorter homolog of DnaA)
1479237.4	21	4243535	LIHP01000016	573731	574321	+	fig|1479237.4.peg.537	DnaA initiator-associating protein DiaA
1479237.4	21	4243535	LIHP01000021	63027	64484	+	fig|1479237.4.peg.1091	Chromosomal replication initiator protein DnaA
1479237.4	21	4243535	LIHP01000003	72986	75154	+	fig|1479237.4.peg.938	Helicase PriA essential for oriC/DnaA-independent DNA replication
1481922.3	56	4886455	BBSA01000002	167837	169222	+	fig|1481922.3.peg.1005	DnaA inactivator Hda (shorter homolog of DnaA)
1481922.3	56	4886455	BBSA01000006	149901	150491	-	fig|1481922.3.peg.2841	DnaA initiator-associating protein DiaA
1481922.3	56	4886455	BBSA01000010	56839	57447	+	fig|1481922.3.peg.3975	Helicase PriA essential for oriC/DnaA-independent DNA replication
1481922.3	56	4886455	BBSA01000019	56315	57430	+	fig|1481922.3.peg.5607	Chromosomal replication initiator protein DnaA
1481922.3	56	4886455	BBSA01000010	55542	56624	+	fig|1481922.3.peg.3974	Helicase PriA essential for oriC/DnaA-independent DNA replication
1481922.3	56	4886455	BBSA01000010	57417	57740	+	fig|1481922.3.peg.3976	Helicase PriA essential for oriC/DnaA-independent DNA replication
596154.3	2	5070751	NC_015422	3655806	3656504	-	fig|596154.3.peg.3540	DnaA inactivator Hda (shorter homolog of DnaA)
596154.3	2	5070751	NC_015422	460705	461307	+	fig|596154.3.peg.452	DnaA initiator-associating protein DiaA
596154.3	2	5070751	NC_015422	4455743	4457839	+	fig|596154.3.peg.4289	Helicase PriA essential for oriC/DnaA-independent DNA replication
596154.3	2	5070751	NC_015422	104	1525	+	fig|596154.3.peg.1	Chromosomal replication initiator protein DnaA
616991.3	3	5550230	JPOO01000003	1009305	1010729	+	fig|616991.3.peg.2964	Chromosomal replication initiator protein DnaA
616991.3	3	5550230	JPOO01000003	1040861	1043317	-	fig|616991.3.peg.2993	Helicase PriA essential for oriC/DnaA-independent DNA replication
153948.4	3	3337023	NC_015222	603987	604577	+	fig|153948.4.peg.646	DnaA inactivator Hda (shorter homolog of DnaA)
153948.4	3	3337023	NC_015222	20	1441	+	fig|153948.4.peg.74	Chromosomal replication initiator protein DnaA
153948.4	3	3337023	NC_015222	1890258	1892441	+	fig|153948.4.peg.1961	Helicase PriA essential for oriC/DnaA-independent DNA replication
656519.3	1	2613117	NC_014654	1761759	1763987	-	fig|656519.3.peg.1646	Helicase PriA essential for oriC/DnaA-independent DNA replication
656519.3	1	2613117	NC_014654	77	1498	+	fig|656519.3.peg.1	Chromosomal replication initiator protein DnaA
660470.3	38	2888060	NZ_AEDC01000004	200654	201997	+	fig|660470.3.peg.1921	Chromosomal replication initiator protein DnaA
660470.3	38	2888060	NZ_AEDC01000001	648971	651247	+	fig|660470.3.peg.657	Helicase PriA essential for oriC/DnaA-independent DNA replication
662755.4	82	2559783	NZ_ADGN01000079	75304	77217	-	fig|662755.4.peg.1950	Chromosomal replication initiator protein DnaA
662755.4	82	2559783	NZ_ADGN01000080	95960	98017	-	fig|662755.4.peg.2122	Helicase PriA essential for oriC/DnaA-independent DNA replication
665792.3	7	5645302	JZEJ01000001	3720295	3721647	+	fig|665792.3.peg.3747	Chromosomal replication initiator protein DnaA
665792.3	7	5645302	JZEJ01000001	1420910	1423549	-	fig|665792.3.peg.1487	Helicase PriA essential for oriC/DnaA-independent DNA replication
697284.3	2	4056006	CP003355	218	1453	+	fig|697284.3.peg.1	Chromosomal replication initiator protein DnaA
697284.3	2	4056006	CP003355	2283199	2285685	-	fig|697284.3.peg.2180	Helicase PriA essential for oriC/DnaA-independent DNA replication
709839.3	28	5384605	JWJG01000028	2885901	2886578	+	fig|709839.3.peg.2105	DnaA inactivator Hda (shorter homolog of DnaA)
709839.3	28	5384605	JWJG01000028	4360640	4362022	+	fig|709839.3.peg.3583	Chromosomal replication initiator protein DnaA
709839.3	28	5384605	JWJG01000028	1141380	1143398	+	fig|709839.3.peg.5048	Helicase PriA essential for oriC/DnaA-independent DNA replication
709839.3	28	5384605	JWJG01000028	4613743	4614237	-	fig|709839.3.peg.3894	DnaA initiator-associating protein DiaA
714961.3	113	4649417	NZ_ADJR01000104	8768	10117	-	fig|714961.3.peg.4312	Chromosomal replication initiator protein DnaA
714961.3	113	4649417	NZ_ADJR01000018	47022	49433	+	fig|714961.3.peg.1531	Helicase PriA essential for oriC/DnaA-independent DNA replication
717773.3	1	1932455	NC_015581	735434	736138	+	fig|717773.3.peg.601	DnaA inactivator Hda (shorter homolog of DnaA)
717773.3	1	1932455	NC_015581	86	1447	+	fig|717773.3.peg.1	Chromosomal replication initiator protein DnaA
717773.3	1	1932455	NC_015581	1634291	1636525	-	fig|717773.3.peg.1454	Helicase PriA essential for oriC/DnaA-independent DNA replication
741277.3	31	4285378	AGIZ01000001	535018	537603	-	fig|741277.3.peg.516	Helicase PriA essential for oriC/DnaA-independent DNA replication
741277.3	31	4285378	AGIZ01000001	146444	147817	-	fig|741277.3.peg.147	Chromosomal replication initiator protein DnaA
742742.3	45	2482197	ADLS01000028	12497	14338	-	fig|742742.3.peg.1966	Chromosomal replication initiator protein DnaA
742742.3	45	2482197	ADLS01000005	80041	82530	-	fig|742742.3.peg.308	Helicase PriA essential for oriC/DnaA-independent DNA replication
762376.5	3	7359146	NC_014640	969738	970439	-	fig|762376.5.peg.906	DnaA inactivator Hda (shorter homolog of DnaA)
762376.5	3	7359146	NC_014640	398902	400947	+	fig|762376.5.peg.383	Helicase PriA essential for oriC/DnaA-independent DNA replication
762376.5	3	7359146	NC_014640	1	1464	+	fig|762376.5.peg.1	Chromosomal replication initiator protein DnaA
762376.5	3	7359146	NC_014640	6622548	6623078	+	fig|762376.5.peg.6165	DnaA initiator-associating protein DiaA
796940.3	106	2594242	AFZG01000002	43388	45625	-	fig|796940.3.peg.183	Helicase PriA essential for oriC/DnaA-independent DNA replication
796940.3	106	2594242	AFZG01000032	7940	9274	-	fig|796940.3.peg.1297	Chromosomal replication initiator protein DnaA
875328.3	1	4643668	NC_015576	1	1476	+	fig|875328.3.peg.1	Chromosomal replication initiator protein DnaA
875328.3	1	4643668	NC_015576	2499012	2501024	-	fig|875328.3.peg.2315	Helicase PriA essential for oriC/DnaA-independent DNA replication
883111.3	13	1889090	AGZD01000007	501944	503290	-	fig|883111.3.peg.1111	Chromosomal replication initiator protein DnaA
883111.3	13	1889090	AGZD01000001	180659	183073	+	fig|883111.3.peg.161	Helicase PriA essential for oriC/DnaA-independent DNA replication
909943.3	10	2458945	AFXB01000003	3276	3953	+	fig|909943.3.peg.351	Chromosomal replication initiator protein DnaA
909943.3	10	2458945	AFXB01000010	846358	847722	+	fig|909943.3.peg.2122	Chromosomal replication initiator protein DnaA
909943.3	10	2458945	AFXB01000010	652005	654299	-	fig|909943.3.peg.1932	Helicase PriA essential for oriC/DnaA-independent DNA replication
936155.3	1	1654761	NC_014810	1508725	1510578	-	fig|936155.3.peg.1581	Helicase PriA essential for oriC/DnaA-independent DNA replication
936155.3	1	1654761	NC_014810	1353915	1355210	-	fig|936155.3.peg.1417	Chromosomal replication initiator protein DnaA
96765.3	572	3630838	BADA01000436	23	1264	-	fig|96765.3.peg.2700	Chromosomal replication initiator protein DnaA
96765.3	572	3630838	BADA01000045	1442	3424	+	fig|96765.3.peg.291	Helicase PriA essential for oriC/DnaA-independent DNA replication
1002672.3	1	1284727	NC_015380	437822	439255	+	fig|1002672.3.peg.482	Helicase PriA essential for oriC/DnaA-independent DNA replication
1002672.3	1	1284727	NC_015380	294630	296027	-	fig|1002672.3.peg.321	Chromosomal replication initiator protein DnaA
1005057.4	3	627953	CP002648	115674	117848	+	fig|1005057.4.peg.101	Helicase PriA essential for oriC/DnaA-independent DNA replication
1005057.4	3	627953	CP002648	12503	13798	-	fig|1005057.4.peg.12	Chromosomal replication initiator protein DnaA
1076.23	906	6123958	JXXE01000243	31362	32039	-	fig|1076.23.peg.2548	DnaA inactivator Hda (shorter homolog of DnaA)
1076.23	906	6123958	JXXE01000444	4077	5495	-	fig|1076.23.peg.4840	Chromosomal replication initiator protein DnaA
1076.23	906	6123958	JXXE01000089	4108	6348	-	fig|1076.23.peg.48	Helicase PriA essential for oriC/DnaA-independent DNA replication
1077972.3	125	4954410	BAEG01000039	77221	79338	+	fig|1077972.3.peg.1514	Helicase PriA essential for oriC/DnaA-independent DNA replication
1077972.3	125	4954410	BAEG01000037	54012	55433	+	fig|1077972.3.peg.1238	Chromosomal replication initiator protein DnaA
108486.3	5	2183634	JVKJ01000005	147536	149596	-	fig|108486.3.peg.1040	Helicase PriA essential for oriC/DnaA-independent DNA replication
108486.3	5	2183634	JVKJ01000003	82646	84388	+	fig|108486.3.peg.631	Chromosomal replication initiator protein DnaA
1089549.3	1	3535419	AZUQ01000001	1201574	1203394	+	fig|1089549.3.peg.1122	Chromosomal replication initiator protein DnaA
1089549.3	1	3535419	AZUQ01000001	3222973	3224973	-	fig|1089549.3.peg.2944	Helicase PriA essential for oriC/DnaA-independent DNA replication
